ZIPCode,State,City,Latitude,Longitude
00501,NY,Holtsville,40.79,-73.04
00501,NY,Internal Revenue Service,40.79,-73.04
00544,NY,Holtsville,40.79,-73.04
00544,NY,Internal Revenue Service,40.79,-73.04
01001,MA,Agawam,42.07,-72.62
01002,MA,Amherst,42.38,-72.5
01002,MA,Cushman,42.38,-72.5
01002,MA,Pelham,42.38,-72.5
01002,MA,South Amherst,42.38,-72.5
01003,MA,Amherst,42.39,-72.52
01004,MA,Amherst,42.38,-72.51
01005,MA,Barre,42.41,-72.11
01007,MA,Belchertown,42.28,-72.41
01008,MA,Blandford,42.18,-72.95
01009,MA,Bondsville,42.21,-72.34
01010,MA,Brimfield,42.13,-72.21
01010,MA,East Brimfield,42.13,-72.21
01011,MA,Chester,42.28,-72.98
01012,MA,Chesterfield,42.39,-72.84
01013,MA,Chicopee,42.16,-72.6
01013,MA,Willimansett,42.16,-72.6
01014,MA,Chicopee,42.18,-72.57
01020,MA,Chicopee,42.17,-72.57
01021,MA,Chicopee,42.18,-72.57
01022,MA,Chicopee,42.2,-72.55
01022,MA,Westover Afb,42.2,-72.55
01026,MA,Cummington,42.47,-72.92
01026,MA,West Cummington,42.47,-72.92
01027,MA,Easthampton,42.27,-72.68
01027,MA,E Hampton,42.27,-72.68
01027,MA,Mount Tom,42.27,-72.68
01027,MA,Westhampton,42.27,-72.68
01027,MA,Loudville,42.27,-72.68
01028,MA,East Longmeadow,42.07,-72.51
01028,MA,E Longmeadow,42.07,-72.51
01029,MA,East Otis,42.18,-73.05
01029,MA,Big Pond,42.18,-73.05
01029,MA,E Otis,42.18,-73.05
01030,MA,Feeding Hills,42.07,-72.68
01031,MA,Gilbertville,42.32,-72.19
01031,MA,Old Furnace,42.32,-72.19
01032,MA,Goshen,42.45,-72.8
01032,MA,Lithia,42.45,-72.8
01033,MA,Granby,42.26,-72.52
01034,MA,Granville,42.09,-72.94
01034,MA,Tolland,42.09,-72.94
01034,MA,Granville Center,42.09,-72.94
01034,MA,West Granville,42.09,-72.94
01035,MA,Hadley,42.35,-72.56
01035,MA,North Hadley,42.35,-72.56
01036,MA,Hampden,42.06,-72.42
01036,MA,Hampton,42.06,-72.42
01037,MA,Hardwick,42.36,-72.19
01038,MA,Hatfield,42.38,-72.61
01038,MA,West Hatfield,42.38,-72.61
01039,MA,Haydenville,42.4,-72.69
01039,MA,West Whately,42.4,-72.69
01040,MA,Holyoke,42.2,-72.63
01040,MA,Halyoke,42.2,-72.63
01041,MA,Holyoke,42.21,-72.61
01041,MA,Halyoke,42.21,-72.61
01050,MA,Huntington,42.27,-72.87
01050,MA,Montgomery,42.27,-72.87
01050,MA,Crescent Mills,42.27,-72.87
01050,MA,Hntgtn,42.27,-72.87
01050,MA,Knightville,42.27,-72.87
01050,MA,North Chester,42.27,-72.87
01050,MA,South Worthington,42.27,-72.87
01053,MA,Leeds,42.35,-72.7
01054,MA,Leverett,42.47,-72.49
01054,MA,East Leverett,42.47,-72.49
01054,MA,North Leverett,42.47,-72.49
01056,MA,Ludlow,42.18,-72.48
01057,MA,Monson,42.09,-72.32
01059,MA,North Amherst,42.41,-72.53
01059,MA,Amherst,42.41,-72.53
01060,MA,Northampton,42.32,-72.64
01060,MA,North Hampton,42.32,-72.64
01061,MA,Northampton,42.32,-72.69
01061,MA,North Hampton,42.32,-72.69
01062,MA,Florence,42.33,-72.68
01062,MA,Bay State Village,42.33,-72.68
01062,MA,Bay State Vlg,42.33,-72.68
01062,MA,Northampton,42.33,-72.68
01062,MA,North Hampton,42.33,-72.68
01063,MA,Northampton,42.32,-72.64
01063,MA,North Hampton,42.32,-72.64
01063,MA,Smith College,42.32,-72.64
01066,MA,North Hatfield,42.41,-72.65
01066,MA,N Hatfield,42.41,-72.65
01066,MA,No Hatfield,42.41,-72.65
01068,MA,Oakham,42.35,-72.04
01069,MA,Palmer,42.17,-72.33
01070,MA,Plainfield,42.52,-72.92
01071,MA,Russell,42.17,-72.86
01072,MA,Shutesbury,42.48,-72.42
01073,MA,Southampton,42.23,-72.73
01074,MA,South Barre,42.39,-72.1
01075,MA,South Hadley,42.24,-72.58
01075,MA,S Hadley,42.24,-72.58
01075,MA,So Hadley,42.24,-72.58
01075,MA,South Hadley Falls,42.24,-72.58
01077,MA,Southwick,42.05,-72.76
01079,MA,Thorndike,42.19,-72.33
01080,MA,Three Rivers,42.18,-72.36
01081,MA,Wales,42.06,-72.23
01082,MA,Ware,42.27,-72.27
01082,MA,Hardwick,42.27,-72.27
01083,MA,Warren,42.21,-72.19
01084,MA,West Chesterfield,42.39,-72.87
01084,MA,W Chesterfld,42.39,-72.87
01085,MA,Westfield,42.13,-72.75
01085,MA,Montgomery,42.13,-72.75
01086,MA,Westfield,42.13,-72.79
01088,MA,West Hatfield,42.39,-72.63
01088,MA,W Hatfield,42.39,-72.63
01089,MA,West Springfield,42.12,-72.64
01089,MA,W Springfield,42.12,-72.64
01089,MA,West Springfld,42.12,-72.64
01090,MA,West Springfield,42.12,-72.65
01090,MA,W Springfield,42.12,-72.65
01092,MA,West Warren,42.21,-72.24
01092,MA,W Warren,42.21,-72.24
01093,MA,Whately,42.43,-72.65
01094,MA,Wheelwright,42.36,-72.14
01095,MA,Wilbraham,42.13,-72.44
01096,MA,Williamsburg,42.4,-72.77
01096,MA,S Chesterfield,42.4,-72.77
01096,MA,South Chesterfield,42.4,-72.77
01097,MA,Woronoco,42.17,-72.83
01098,MA,Worthington,42.4,-72.94
01101,MA,Springfield,42.1,-72.59
01101,MA,Spfld,42.1,-72.59
01102,MA,Springfield,42.12,-72.54
01102,MA,Spfld,42.12,-72.54
01103,MA,Springfield,42.1,-72.59
01103,MA,Spfld,42.1,-72.59
01104,MA,Springfield,42.13,-72.58
01104,MA,Spfld,42.13,-72.58
01105,MA,Springfield,42.1,-72.58
01105,MA,Spfld,42.1,-72.58
01106,MA,Longmeadow,42.05,-72.57
01106,MA,Spfld (Long),42.05,-72.57
01106,MA,Springfield,42.05,-72.57
01107,MA,Springfield,42.12,-72.61
01107,MA,Brightwood,42.12,-72.61
01107,MA,Spfld,42.12,-72.61
01108,MA,Springfield,42.08,-72.56
01108,MA,Spfld,42.08,-72.56
01109,MA,Springfield,42.12,-72.55
01109,MA,Spfld,42.12,-72.55
01111,MA,Springfield,42.12,-72.55
01111,MA,Mass Mutual Life Ins Co,42.12,-72.55
01115,MA,Springfield,42.1,-72.59
01115,MA,Bay State W Tower,42.1,-72.59
01116,MA,Longmeadow,42.05,-72.57
01116,MA,E Longmeadow,42.05,-72.57
01116,MA,East Longmeadow,42.05,-72.57
01118,MA,Springfield,42.09,-72.53
01118,MA,Spfld,42.09,-72.53
01119,MA,Springfield,42.13,-72.51
01119,MA,Spfld,42.13,-72.51
01128,MA,Springfield,42.1,-72.49
01128,MA,Spfld,42.1,-72.49
01129,MA,Springfield,42.12,-72.49
01129,MA,Spfld,42.12,-72.49
01138,MA,Springfield,42.09,-72.56
01138,MA,Spfld,42.09,-72.56
01139,MA,Springfield,42.12,-72.55
01139,MA,Spfld,42.12,-72.55
01144,MA,Springfield,42.1,-72.59
01151,MA,Indian Orchard,42.15,-72.51
01151,MA,Indian Orch,42.15,-72.51
01151,MA,Springfield,42.15,-72.51
01151,MA,Spfld,42.15,-72.51
01152,MA,Springfield,42.15,-72.51
01199,MA,Springfield,42.12,-72.6
01199,MA,Baystate Medical,42.12,-72.6
01199,MA,Spfld,42.12,-72.6
01201,MA,Pittsfield,42.45,-73.25
01201,MA,Allendale,42.45,-73.25
01202,MA,Pittsfield,42.46,-73.32
01203,MA,Pittsfield,42.45,-73.26
01220,MA,Adams,42.62,-73.12
01222,MA,Ashley Falls,42.06,-73.32
01223,MA,Becket,42.29,-73.09
01223,MA,Washington,42.29,-73.09
01223,MA,Becket Corners,42.29,-73.09
01223,MA,Sherwood Forest,42.29,-73.09
01224,MA,Berkshire,42.51,-73.2
01224,MA,Lanesborough,42.51,-73.2
01225,MA,Cheshire,42.56,-73.16
01226,MA,Dalton,42.47,-73.16
01227,MA,Dalton,42.47,-73.17
01229,MA,Glendale,42.28,-73.34
01230,MA,Great Barrington,42.19,-73.35
01230,MA,Egremont,42.19,-73.35
01230,MA,Gt Barrington,42.19,-73.35
01230,MA,N Egremont,42.19,-73.35
01230,MA,New Marlboro,42.19,-73.35
01230,MA,New Marlborou,42.19,-73.35
01230,MA,New Marlborough,42.19,-73.35
01230,MA,North Egremont,42.19,-73.35
01230,MA,Simons Rock,42.19,-73.35
01230,MA,Alford,42.19,-73.35
01230,MA,Berkshire Heights,42.19,-73.35
01230,MA,Hartsville,42.19,-73.35
01230,MA,Risingdale,42.19,-73.35
01230,MA,Van Deusenville,42.19,-73.35
01235,MA,Hinsdale,42.43,-73.09
01235,MA,Peru,42.43,-73.09
01236,MA,Housatonic,42.26,-73.37
01237,MA,Lanesborough,42.55,-73.25
01237,MA,Hancock,42.55,-73.25
01237,MA,New Ashford,42.55,-73.25
01238,MA,Lee,42.3,-73.24
01238,MA,W Becket,42.3,-73.24
01240,MA,Lenox,42.36,-73.27
01242,MA,Lenox Dale,42.33,-73.25
01243,MA,Middlefield,42.35,-73.01
01244,MA,Mill River,42.11,-73.26
01245,MA,Monterey,42.18,-73.22
01245,MA,West Otis,42.18,-73.22
01247,MA,North Adams,42.7,-73.09
01247,MA,Clarksburg,42.7,-73.09
01247,MA,Florida,42.7,-73.09
01247,MA,N Adams,42.7,-73.09
01247,MA,No Adams,42.7,-73.09
01252,MA,North Egremont,42.2,-73.44
01252,MA,N Egremont,42.2,-73.44
01252,MA,No Egremont,42.2,-73.44
01253,MA,Otis,42.2,-73.1
01253,MA,Cold Spring,42.2,-73.1
01253,MA,North Otis,42.2,-73.1
01254,MA,Richmond,42.38,-73.36
01255,MA,Sandisfield,42.12,-73.11
01255,MA,South Sandisfield,42.12,-73.11
01256,MA,Savoy,42.59,-73.02
01257,MA,Sheffield,42.1,-73.37
01258,MA,South Egremont,42.11,-73.46
01258,MA,Mount Washington,42.11,-73.46
01258,MA,Mt Washington,42.11,-73.46
01258,MA,S Egremont,42.11,-73.46
01258,MA,So Egremont,42.11,-73.46
01259,MA,Southfield,42.07,-73.23
01260,MA,South Lee,42.28,-73.3
01262,MA,Stockbridge,42.3,-73.32
01263,MA,Stockbridge,42.31,-73.31
01263,MA,Assoc Of Marian Helpers,42.31,-73.31
01263,MA,Marian Helpers,42.31,-73.31
01263,MA,Marion Fathers,42.31,-73.31
01264,MA,Tyringham,42.23,-73.19
01264,MA,Lee,42.23,-73.19
01266,MA,West Stockbridge,42.33,-73.37
01266,MA,Alford,42.33,-73.37
01266,MA,W Stockbridge,42.33,-73.37
01266,MA,Interlaken,42.33,-73.37
01266,MA,West Stockbridge Center,42.33,-73.37
01267,MA,Williamstown,42.69,-73.21
01267,MA,Williamstn,42.69,-73.21
01267,MA,Wmstown,42.69,-73.21
01270,MA,Windsor,42.5,-73.03
01270,MA,East Windsor,42.5,-73.03
01301,MA,Greenfield,42.6,-72.6
01301,MA,Leyden,42.6,-72.6
01302,MA,Greenfield,42.65,-72.61
01330,MA,Ashfield,42.52,-72.81
01330,MA,South Ashfield,42.52,-72.81
01331,MA,Athol,42.58,-72.21
01331,MA,Phillipston,42.58,-72.21
01331,MA,Royalston,42.58,-72.21
01337,MA,Bernardston,42.69,-72.57
01337,MA,Leyden,42.69,-72.57
01338,MA,Buckland,42.57,-72.81
01339,MA,Charlemont,42.61,-72.89
01339,MA,Hawley,42.61,-72.89
01339,MA,West Hawley,42.61,-72.89
01340,MA,Colrain,42.67,-72.72
01340,MA,Shattuckville,42.67,-72.72
01341,MA,Conway,42.51,-72.71
01342,MA,Deerfield,42.55,-72.61
01342,MA,East Deerfield,42.55,-72.61
01342,MA,West Deerfield,42.55,-72.61
01343,MA,Drury,42.66,-73
01344,MA,Erving,42.6,-72.43
01344,MA,Farley,42.6,-72.43
01344,MA,Stoneville,42.6,-72.43
01346,MA,Heath,42.69,-72.82
01346,MA,Charlemont,42.69,-72.82
01347,MA,Lake Pleasant,42.56,-72.52
01349,MA,Millers Falls,42.58,-72.49
01350,MA,Monroe Bridge,42.72,-72.96
01350,MA,Monroe,42.72,-72.96
01351,MA,Montague,42.54,-72.53
01354,MA,Gill,42.64,-72.52
01354,MA,Mount Hermon,42.64,-72.52
01354,MA,Mt Hermon,42.64,-72.52
01354,MA,Northfield Mount Hermon,42.64,-72.52
01354,MA,Northfield Mt Hermon,42.64,-72.52
01355,MA,New Salem,42.49,-72.33
01360,MA,Northfield,42.68,-72.46
01360,MA,N Field,42.68,-72.46
01360,MA,No Field,42.68,-72.46
01364,MA,Orange,42.6,-72.3
01364,MA,Warwick,42.6,-72.3
01364,MA,Blissville,42.6,-72.3
01364,MA,Eagleville,42.6,-72.3
01364,MA,Lake Mattawa,42.6,-72.3
01364,MA,N Orange,42.6,-72.3
01364,MA,New Salem,42.6,-72.3
01364,MA,North Orange,42.6,-72.3
01366,MA,Petersham,42.48,-72.19
01367,MA,Rowe,42.7,-72.91
01367,MA,Hoosac Tunnel,42.7,-72.91
01367,MA,Zoar,42.7,-72.91
01368,MA,Royalston,42.67,-72.18
01368,MA,S Royalston,42.67,-72.18
01370,MA,Shelburne Falls,42.6,-72.72
01370,MA,Shelburne Fls,42.6,-72.72
01370,MA,Baptist Corner,42.6,-72.72
01370,MA,East Charlemont,42.6,-72.72
01370,MA,Shelburne,42.6,-72.72
01373,MA,South Deerfield,42.47,-72.61
01373,MA,S Deerfield,42.47,-72.61
01373,MA,So Deerfield,42.47,-72.61
01375,MA,Sunderland,42.46,-72.56
01376,MA,Turners Falls,42.6,-72.56
01378,MA,Warwick,42.67,-72.34
01378,MA,Orange,42.67,-72.34
01379,MA,Wendell,42.56,-72.41
01380,MA,Wendell Depot,42.57,-72.41
01420,MA,Fitchburg,42.58,-71.81
01430,MA,Ashburnham,42.66,-71.93
01430,MA,South Ashburnham,42.66,-71.93
01431,MA,Ashby,42.67,-71.82
01432,MA,Ayer,42.56,-71.58
01432,MA,Devens,42.56,-71.58
01432,MA,Fort Devens,42.56,-71.58
01432,MA,Ft Devens,42.56,-71.58
01434,MA,Devens,42.54,-71.61
01434,MA,Ayer,42.54,-71.61
01436,MA,Baldwinville,42.61,-72.08
01436,MA,Otter River,42.61,-72.08
01438,MA,East Templeton,42.56,-72.04
01438,MA,E Templeton,42.56,-72.04
01440,MA,Gardner,42.58,-71.99
01441,MA,Westminster,42.57,-72
01441,MA,Tyco,42.57,-72
01450,MA,Groton,42.61,-71.57
01451,MA,Harvard,42.5,-71.58
01452,MA,Hubbardston,42.48,-72
01453,MA,Leominster,42.53,-71.75
01460,MA,Littleton,42.54,-71.49
01460,MA,Pingryville,42.54,-71.49
01462,MA,Lunenburg,42.58,-71.72
01463,MA,Pepperell,42.67,-71.59
01463,MA,E Pepperell,42.67,-71.59
01463,MA,East Pepperell,42.67,-71.59
01464,MA,Shirley,42.56,-71.65
01464,MA,Shirley Center,42.56,-71.65
01464,MA,Shirley Ctr,42.56,-71.65
01467,MA,Still River,42.49,-71.61
01468,MA,Templeton,42.56,-72.07
01469,MA,Townsend,42.66,-71.69
01470,MA,Groton,42.61,-71.57
01470,MA,New England Business Brm,42.61,-71.57
01471,MA,Groton,42.61,-71.57
01471,MA,New England Business Svc Inc,42.61,-71.57
01472,MA,West Groton,42.61,-71.63
01472,MA,W Groton,42.61,-71.63
01473,MA,Westminster,42.55,-71.9
01474,MA,West Townsend,42.68,-71.76
01474,MA,Townsend,42.68,-71.76
01474,MA,W Townsend,42.68,-71.76
01475,MA,Winchendon,42.67,-72.05
01501,MA,Auburn,42.2,-71.84
01503,MA,Berlin,42.38,-71.63
01504,MA,Blackstone,42.03,-71.52
01504,MA,E Blackstone,42.03,-71.52
01504,MA,East Blackstone,42.03,-71.52
01504,MA,Millerville,42.03,-71.52
01505,MA,Boylston,42.34,-71.73
01505,MA,Morningdale,42.34,-71.73
01506,MA,Brookfield,42.2,-72.1
01507,MA,Charlton,42.14,-71.97
01508,MA,Charlton City,42.15,-71.99
01508,MA,Richardson Corners,42.15,-71.99
01509,MA,Charlton Depot,42.17,-71.98
01509,MA,Charlton Dept,42.17,-71.98
01509,MA,Charlton Dpt,42.17,-71.98
01510,MA,Clinton,42.42,-71.68
01515,MA,East Brookfield,42.22,-72.05
01515,MA,E Brookfield,42.22,-72.05
01516,MA,Douglas,42.06,-71.74
01516,MA,East Douglas,42.06,-71.74
01518,MA,Fiskdale,42.12,-72.12
01518,MA,Sturbridge,42.12,-72.12
01519,MA,Grafton,42.2,-71.68
01519,MA,Hassanamisco Indian Reservat,42.2,-71.68
01520,MA,Holden,42.34,-71.85
01521,MA,Holland,42.06,-72.16
01521,MA,Fiskdale,42.06,-72.16
01521,MA,Halland,42.06,-72.16
01522,MA,Jefferson,42.38,-71.87
01523,MA,Lancaster,42.47,-71.68
01523,MA,North Lancaster,42.47,-71.68
01524,MA,Leicester,42.24,-71.92
01525,MA,Linwood,42.11,-71.63
01526,MA,Manchaug,42.09,-71.75
01527,MA,Millbury,42.2,-71.77
01527,MA,East Millbury,42.2,-71.77
01529,MA,Millville,42.03,-71.58
01531,MA,New Braintree,42.32,-72.13
01532,MA,Northborough,42.32,-71.64
01532,MA,Northboro,42.32,-71.64
01534,MA,Northbridge,42.14,-71.65
01534,MA,Rockdale,42.14,-71.65
01535,MA,North Brookfield,42.27,-72.08
01535,MA,N Brookfield,42.27,-72.08
01536,MA,North Grafton,42.23,-71.7
01536,MA,N Grafton,42.23,-71.7
01536,MA,No Grafton,42.23,-71.7
01537,MA,North Oxford,42.17,-71.89
01538,MA,North Uxbridge,42.09,-71.64
01538,MA,N Uxbridge,42.09,-71.64
01540,MA,Oxford,42.12,-71.87
01541,MA,Princeton,42.45,-71.88
01542,MA,Rochdale,42.2,-71.91
01543,MA,Rutland,42.38,-71.96
01545,MA,Shrewsbury,42.28,-71.72
01545,MA,Edgemere,42.28,-71.72
01546,MA,Shrewsbury,42.29,-71.75
01546,MA,Central Mass P & D Ctr,42.29,-71.75
01550,MA,Southbridge,42.07,-72.03
01550,MA,Globe Village,42.07,-72.03
01550,MA,Sandersdale,42.07,-72.03
01560,MA,South Grafton,42.17,-71.68
01560,MA,Saundersville,42.17,-71.68
01561,MA,South Lancaster,42.44,-71.69
01561,MA,S Lancaster,42.44,-71.69
01561,MA,So Lancaster,42.44,-71.69
01562,MA,Spencer,42.25,-71.99
01562,MA,Lambs Grove,42.25,-71.99
01564,MA,Sterling,42.44,-71.77
01564,MA,Sterling Junction,42.44,-71.77
01566,MA,Sturbridge,42.11,-72.08
01568,MA,Upton,42.17,-71.61
01568,MA,W Upton,42.17,-71.61
01568,MA,West Upton,42.17,-71.61
01569,MA,Uxbridge,42.07,-71.63
01570,MA,Webster,42.05,-71.86
01570,MA,Dudley Hill,42.05,-71.86
01571,MA,Dudley,42.05,-71.92
01581,MA,Westborough,42.27,-71.61
01581,MA,Westboro,42.27,-71.61
01583,MA,West Boylston,42.36,-71.78
01583,MA,Oakdale,42.36,-71.78
01583,MA,Westboylston,42.36,-71.78
01585,MA,West Brookfield,42.24,-72.16
01585,MA,W Brookfield,42.24,-72.16
01585,MA,Westbrookfield,42.24,-72.16
01586,MA,West Millbury,42.19,-71.76
01586,MA,Millbury,42.19,-71.76
01588,MA,Whitinsville,42.12,-71.67
01590,MA,Sutton,42.14,-71.74
01590,MA,Wilkinsonvile,42.14,-71.74
01590,MA,Wilkinsonville,42.14,-71.74
01601,MA,Worcester,42.27,-71.81
01602,MA,Worcester,42.27,-71.84
01602,MA,West Side,42.27,-71.84
01603,MA,Worcester,42.24,-71.83
01603,MA,Webster Square,42.24,-71.83
01604,MA,Worcester,42.25,-71.77
01605,MA,Worcester,42.29,-71.79
01606,MA,Worcester,42.31,-71.8
01606,MA,Greendale,42.31,-71.8
01607,MA,Worcester,42.23,-71.79
01608,MA,Worcester,42.26,-71.8
01609,MA,Worcester,42.27,-71.82
01610,MA,Worcester,42.25,-71.81
01611,MA,Cherry Valley,42.24,-71.87
01612,MA,Paxton,42.31,-71.93
01612,MA,Worcester,42.31,-71.93
01613,MA,Worcester,42.26,-71.8
01614,MA,Worcester,42.26,-71.8
01615,MA,Worcester,42.27,-71.81
01653,MA,Worcester,42.29,-71.78
01653,MA,Allmerica,42.29,-71.78
01655,MA,Worcester,42.28,-71.76
01701,MA,Framingham,42.32,-71.43
01701,MA,Framingham Center,42.32,-71.43
01701,MA,Framingham So,42.32,-71.43
01701,MA,Saxonville,42.32,-71.43
01702,MA,Framingham,42.29,-71.43
01703,MA,Framingham,42.32,-71.44
01704,MA,Framingham,42.32,-71.44
01705,MA,Framingham,42.32,-71.44
01718,MA,Acton,42.52,-71.43
01719,MA,Boxborough,42.49,-71.51
01719,MA,Acton,42.49,-71.51
01719,MA,Boxboro,42.49,-71.51
01720,MA,Acton,42.48,-71.44
01720,MA,W Acton,42.48,-71.44
01720,MA,West Acton,42.48,-71.44
01721,MA,Ashland,42.26,-71.46
01730,MA,Bedford,42.49,-71.27
01731,MA,Hanscom Afb,42.46,-71.28
01731,MA,Bedford,42.46,-71.28
01740,MA,Bolton,42.44,-71.61
01741,MA,Carlisle,42.53,-71.35
01742,MA,Concord,42.46,-71.37
01742,MA,W Concord,42.46,-71.37
01742,MA,West Concord,42.46,-71.37
01745,MA,Fayville,42.3,-71.5
01745,MA,Southborough,42.3,-71.5
01745,MA,Southboro,42.3,-71.5
01746,MA,Holliston,42.2,-71.44
01747,MA,Hopedale,42.13,-71.54
01748,MA,Hopkinton,42.23,-71.54
01749,MA,Hudson,42.39,-71.56
01752,MA,Marlborough,42.35,-71.55
01752,MA,Marlboro,42.35,-71.55
01754,MA,Maynard,42.43,-71.45
01756,MA,Mendon,42.09,-71.56
01757,MA,Milford,42.15,-71.52
01760,MA,Natick,42.29,-71.35
01760,MA,N Natick,42.29,-71.35
01760,MA,No Natick,42.29,-71.35
01760,MA,North Natick,42.29,-71.35
01760,MA,S Natick,42.29,-71.35
01760,MA,So Natick,42.29,-71.35
01760,MA,South Natick,42.29,-71.35
01770,MA,Sherborn,42.24,-71.37
01772,MA,Southborough,42.3,-71.53
01772,MA,Southboro,42.3,-71.53
01773,MA,Lincoln,42.43,-71.31
01773,MA,Lincoln Center,42.43,-71.31
01775,MA,Stow,42.43,-71.51
01776,MA,Sudbury,42.38,-71.43
01776,MA,N Sudbury,42.38,-71.43
01776,MA,North Sudbury,42.38,-71.43
01778,MA,Wayland,42.35,-71.36
01778,MA,Cochituate,42.35,-71.36
01784,MA,Woodville,42.23,-71.56
01801,MA,Woburn,42.49,-71.15
01803,MA,Burlington,42.5,-71.2
01805,MA,Burlington,42.51,-71.2
01805,MA,Lahey Clinic Med Ctr,42.51,-71.2
01810,MA,Andover,42.65,-71.16
01812,MA,Andover,42.65,-71.18
01812,MA,Internal Revenue Service,42.65,-71.18
01813,MA,Woburn,42.51,-71.13
01813,MA,Mellon Financial Services,42.51,-71.13
01815,MA,Woburn,42.51,-71.13
01815,MA,Bank Of America,42.51,-71.13
01821,MA,Billerica,42.55,-71.25
01822,MA,Billerica,42.54,-71.26
01824,MA,Chelmsford,42.6,-71.35
01824,MA,Kates Corner,42.6,-71.35
01824,MA,S Chelmsford,42.6,-71.35
01826,MA,Dracut,42.68,-71.32
01827,MA,Dunstable,42.68,-71.5
01830,MA,Haverhill,42.79,-71.07
01831,MA,Haverhill,42.78,-71.09
01832,MA,Haverhill,42.78,-71.11
01833,MA,Georgetown,42.72,-70.98
01833,MA,Haverhill,42.72,-70.98
01834,MA,Groveland,42.76,-71.03
01835,MA,Haverhill,42.76,-71.08
01835,MA,Bradford,42.76,-71.08
01835,MA,Ward Hill,42.76,-71.08
01840,MA,Lawrence,42.71,-71.16
01841,MA,Lawrence,42.71,-71.17
01842,MA,Lawrence,42.71,-71.16
01843,MA,Lawrence,42.69,-71.16
01843,MA,S Lawrence,42.69,-71.16
01843,MA,South Lawrence,42.69,-71.16
01844,MA,Methuen,42.73,-71.18
01845,MA,North Andover,42.68,-71.11
01845,MA,N Andover,42.68,-71.11
01850,MA,Lowell,42.65,-71.3
01851,MA,Lowell,42.63,-71.33
01852,MA,Lowell,42.63,-71.3
01853,MA,Lowell,42.66,-71.3
01854,MA,Lowell,42.65,-71.33
01860,MA,Merrimac,42.83,-71
01862,MA,North Billerica,42.58,-71.29
01862,MA,N Billerica,42.58,-71.29
01863,MA,North Chelmsford,42.63,-71.39
01863,MA,N Chelmsford,42.63,-71.39
01864,MA,North Reading,42.58,-71.09
01864,MA,N Reading,42.58,-71.09
01865,MA,Nutting Lake,42.53,-71.27
01865,MA,Nuttings Lake,42.53,-71.27
01866,MA,Pinehurst,42.53,-71.23
01867,MA,Reading,42.53,-71.11
01876,MA,Tewksbury,42.6,-71.22
01879,MA,Tyngsboro,42.67,-71.42
01879,MA,Tyngsborough,42.67,-71.42
01880,MA,Wakefield,42.5,-71.07
01885,MA,West Boxford,42.71,-71.06
01886,MA,Westford,42.59,-71.44
01886,MA,Forge Village,42.59,-71.44
01886,MA,Nabnasset,42.59,-71.44
01887,MA,Wilmington,42.56,-71.17
01888,MA,Woburn,42.49,-71.15
01889,MA,North Reading,42.57,-71.11
01889,MA,Massachusetts District,42.57,-71.11
01889,MA,N Reading,42.57,-71.11
01890,MA,Winchester,42.45,-71.14
01899,MA,Andover,42.65,-71.18
01899,MA,Bar Coded Irs,42.65,-71.18
01901,MA,Lynn,42.46,-70.95
01902,MA,Lynn,42.47,-70.94
01903,MA,Lynn,42.46,-70.95
01904,MA,Lynn,42.49,-70.96
01904,MA,East Lynn,42.49,-70.96
01905,MA,Lynn,42.46,-70.97
01905,MA,West Lynn,42.46,-70.97
01906,MA,Saugus,42.46,-71.01
01907,MA,Swampscott,42.47,-70.91
01908,MA,Nahant,42.43,-70.93
01910,MA,Lynn,42.47,-70.96
01910,MA,General Elec Co,42.47,-70.96
01913,MA,Amesbury,42.85,-70.94
01915,MA,Beverly,42.56,-70.87
01915,MA,Beverly Farms,42.56,-70.87
01921,MA,Boxford,42.68,-71.01
01922,MA,Byfield,42.75,-70.93
01922,MA,Newbury,42.75,-70.93
01923,MA,Danvers,42.57,-70.95
01929,MA,Essex,42.64,-70.78
01930,MA,Gloucester,42.63,-70.67
01930,MA,Magnolia,42.63,-70.67
01931,MA,Gloucester,42.63,-70.68
01936,MA,Hamilton,42.64,-70.86
01937,MA,Hathorne,42.59,-70.98
01938,MA,Ipswich,42.68,-70.84
01940,MA,Lynnfield,42.53,-71.03
01940,MA,South Lynnfield,42.53,-71.03
01944,MA,Manchester,42.58,-70.76
01944,MA,Manchester By The Sea,42.58,-70.76
01945,MA,Marblehead,42.5,-70.86
01945,MA,Mhead,42.5,-70.86
01949,MA,Middleton,42.59,-71.01
01950,MA,Newburyport,42.81,-70.88
01950,MA,Plum Island,42.81,-70.88
01951,MA,Newbury,42.78,-70.85
01951,MA,Newburyport,42.78,-70.85
01951,MA,Plum Island,42.78,-70.85
01952,MA,Salisbury,42.84,-70.86
01952,MA,Salisbury Bch,42.84,-70.86
01952,MA,Salisbury Beach,42.84,-70.86
01960,MA,Peabody,42.53,-70.96
01960,MA,West Peabody,42.53,-70.96
01961,MA,Peabody,42.53,-70.97
01965,MA,Prides Crossing,42.56,-70.83
01965,MA,Prides Xing,42.56,-70.83
01966,MA,Rockport,42.66,-70.62
01966,MA,Pigeon Cove,42.66,-70.62
01969,MA,Rowley,42.72,-70.89
01970,MA,Salem,42.52,-70.9
01971,MA,Salem,42.53,-70.87
01982,MA,South Hamilton,42.62,-70.86
01982,MA,S Hamilton,42.62,-70.86
01983,MA,Topsfield,42.64,-70.94
01984,MA,Wenham,42.6,-70.88
